<<<<<<< HEAD
Anno;Codice Regione;Descrizione Regione;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2015;050;VENETO;26;MEDICINA GENERALE                       ;ACUTI;66;2660;29;86;0;2775
2015;050;VENETO;28;UNITA` SPINALE                          ;RIABILITAZIONE;8;123;0;5;0;128
2015;050;VENETO;29;NEFROLOGIA                              ;ACUTI;18;133;1;9;0;143
2015;050;VENETO;30;NEUROCHIRURGIA                          ;ACUTI;9;196;0;7;7;210
2015;050;VENETO;32;NEUROLOGIA                              ;ACUTI;27;491;3;30;0;524
2015;050;VENETO;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;6;0;1;0;7
2015;050;VENETO;34;OCULISTICA                              ;ACUTI;31;88;1;17;57;163
2015;050;VENETO;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;1;0;0;1;0;1
2015;050;VENETO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;52;1324;15;35;138;1512
2015;050;VENETO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;45;1141;17;47;89;1294
2015;050;VENETO;38;OTORINOLARINGOIATRIA                    ;ACUTI;27;282;4;29;45;360
2015;050;VENETO;39;PEDIATRIA                               ;ACUTI;36;409;2;46;2;459
2015;050;VENETO;40;PSICHIATRIA                             ;ACUTI;38;782;0;33;0;815
2015;050;VENETO;43;UROLOGIA                                ;ACUTI;30;440;7;33;69;549
2015;050;VENETO;47;GRANDI USTIONATI                        ;ACUTI;2;15;0;0;0;15
2015;050;VENETO;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;4;64;0;3;0;67
2015;050;VENETO;49;TERAPIA INTENSIVA                       ;ACUTI;58;455;0;9;0;464
2015;050;VENETO;50;UNITA` CORONARICA                       ;ACUTI;25;167;0;1;0;168
2015;050;VENETO;51;ASTANTERIA                              ;ACUTI;1;10;0;0;0;10
2015;050;VENETO;52;DERMATOLOGIA                            ;ACUTI;7;19;0;20;3;42
2015;050;VENETO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;60;1495;4;110;0;1609
2015;050;VENETO;58;GASTROENTEROLOGIA                       ;ACUTI;16;157;1;15;0;173
2015;050;VENETO;60;LUNGODEGENTI                            ;LUNGODEGENZA;39;878;2;1;0;881
2015;050;VENETO;62;NEONATOLOGIA                            ;ACUTI;19;97;0;0;0;97
2015;050;VENETO;64;ONCOLOGIA                               ;ACUTI;25;158;0;76;0;234
2015;050;VENETO;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;33;0;14;0;47
2015;050;VENETO;67;PENSIONANTI                             ;ACUTI;1;0;23;0;0;23
2015;050;VENETO;68;PNEUMOLOGIA                             ;ACUTI;16;252;2;18;0;272
2015;050;VENETO;70;RADIOTERAPIA                            ;ACUTI;6;52;0;11;0;63
2015;050;VENETO;71;REUMATOLOGIA                            ;ACUTI;4;26;0;8;0;34
2015;050;VENETO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;11;106;0;2;0;108
2015;050;VENETO;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;6;80;0;36;0;116
2015;050;VENETO;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;2;11;0;1;0;12
2015;050;VENETO;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;10;0;3;0;13
2015;050;VENETO;98;DAY SURGERY;ACUTI;9;0;0;0;150;150
2015;060;FRIULI VENEZIA GIULIA;02;DAY HOSPITAL                            ;ACUTI;2;0;0;10;0;10
2015;060;FRIULI VENEZIA GIULIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;67;2;2;0;71
2015;060;FRIULI VENEZIA GIULIA;08;CARDIOLOGIA                             ;ACUTI;6;115;4;7;0;126
2015;060;FRIULI VENEZIA GIULIA;09;CHIRURGIA GENERALE                      ;ACUTI;23;483;25;63;7;578
2015;060;FRIULI VENEZIA GIULIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;3;10;3;6;0;19
2015;060;FRIULI VENEZIA GIULIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;8;0;0;2;10
2015;060;FRIULI VENEZIA GIULIA;12;CHIRURGIA PLASTICA                      ;ACUTI;3;31;3;5;2;41
2015;060;FRIULI VENEZIA GIULIA;13;CHIRURGIA TORACICA                      ;ACUTI;2;11;1;2;1;15
2015;060;FRIULI VENEZIA GIULIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;32;1;3;1;37
2015;060;FRIULI VENEZIA GIULIA;18;EMATOLOGIA                              ;ACUTI;2;50;1;24;0;75
2015;060;FRIULI VENEZIA GIULIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;2;0;0;7;0;7
2015;060;FRIULI VENEZIA GIULIA;21;GERIATRIA                               ;ACUTI;1;19;0;1;0;20
2015;060;FRIULI VENEZIA GIULIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;22;0;9;0;31
2015;060;FRIULI VENEZIA GIULIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;0;0;10;0;10
2015;060;FRIULI VENEZIA GIULIA;26;MEDICINA GENERALE                       ;ACUTI;31;1233;36;90;3;1362
2015;060;FRIULI VENEZIA GIULIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;46;3;1;0;50
2015;060;FRIULI VENEZIA GIULIA;29;NEFROLOGIA                              ;ACUTI;4;46;1;7;1;55
2015;060;FRIULI VENEZIA GIULIA;30;NEUROCHIRURGIA                          ;ACUTI;2;47;2;2;1;52
2015;060;FRIULI VENEZIA GIULIA;32;NEUROLOGIA                              ;ACUTI;5;111;5;9;0;125
2015;060;FRIULI VENEZIA GIULIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;4;0;1;0;5
2015;060;FRIULI VENEZIA GIULIA;34;OCULISTICA                              ;ACUTI;9;29;5;15;9;58
2015;060;FRIULI VENEZIA GIULIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;8;0;0;4;12
2015;060;FRIULI VENEZIA GIULIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;20;410;23;49;9;491
2015;060;FRIULI VENEZIA GIULIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;15;297;18;41;5;361
2015;060;FRIULI VENEZIA GIULIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;11;90;10;17;3;120
2015;060;FRIULI VENEZIA GIULIA;39;PEDIATRIA                               ;ACUTI;9;76;2;20;0;98
2015;060;FRIULI VENEZIA GIULIA;40;PSICHIATRIA                             ;ACUTI;3;36;0;0;0;36
2015;060;FRIULI VENEZIA GIULIA;43;UROLOGIA                                ;ACUTI;8;109;3;15;3;130
2015;060;FRIULI VENEZIA GIULIA;49;TERAPIA INTENSIVA                       ;ACUTI;17;113;0;4;0;117
2015;060;FRIULI VENEZIA GIULIA;50;UNITA` CORONARICA                       ;ACUTI;3;25;0;0;0;25
2015;060;FRIULI VENEZIA GIULIA;51;ASTANTERIA                              ;ACUTI;1;4;0;0;0;4
2015;060;FRIULI VENEZIA GIULIA;52;DERMATOLOGIA                            ;ACUTI;4;5;1;11;0;17
2015;060;FRIULI VENEZIA GIULIA;54;EMODIALISI                              ;ACUTI;1;12;0;1;1;14
2015;060;FRIULI VENEZIA GIULIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;9;201;4;3;0;208
2015;060;FRIULI VENEZIA GIULIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;0;0;8;0;8
2015;060;FRIULI VENEZIA GIULIA;58;GASTROENTEROLOGIA                       ;ACUTI;1;3;1;2;0;6
2015;060;FRIULI VENEZIA GIULIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;10;118;0;0;0;118
2015;060;FRIULI VENEZIA GIULIA;62;NEONATOLOGIA                            ;ACUTI;2;50;0;2;0;52
2015;060;FRIULI VENEZIA GIULIA;64;ONCOLOGIA                               ;ACUTI;7;72;1;48;0;121
2015;060;FRIULI VENEZIA GIULIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;4;0;3;0;7
2015;060;FRIULI VENEZIA GIULIA;68;PNEUMOLOGIA                             ;ACUTI;4;84;4;5;0;93
2015;060;FRIULI VENEZIA GIULIA;71;REUMATOLOGIA                            ;ACUTI;1;4;1;4;0;9
2015;060;FRIULI VENEZIA GIULIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;2;9;0;11;0;20
2015;060;FRIULI VENEZIA GIULIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;2;26;0;0;0;26
2015;060;FRIULI VENEZIA GIULIA;98;DAY SURGERY;ACUTI;1;0;0;0;26;26
2015;070;LIGURIA;02;DAY HOSPITAL                            ;ACUTI;5;0;0;20;0;20
2015;070;LIGURIA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;9;0;0;0;9
2015;070;LIGURIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;39;0;0;0;39
2015;070;LIGURIA;08;CARDIOLOGIA                             ;ACUTI;14;146;1;7;9;163
2015;070;LIGURIA;09;CHIRURGIA GENERALE                      ;ACUTI;27;351;6;1;44;402
2015;070;LIGURIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;2;11;0;0;2;13
2015;070;LIGURIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;22;0;0;5;27
2015;070;LIGURIA;12;CHIRURGIA PLASTICA                      ;ACUTI;3;23;0;2;6;31
2015;070;LIGURIA;13;CHIRURGIA TORACICA                      ;ACUTI;3;18;0;2;0;20
2015;070;LIGURIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;8;71;0;2;8;81
2015;070;LIGURIA;18;EMATOLOGIA                              ;ACUTI;5;48;0;16;0;64
2015;070;LIGURIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;4;24;0;7;0;31
2015;070;LIGURIA;21;GERIATRIA                               ;ACUTI;3;74;0;1;0;75
2015;070;LIGURIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;8;142;0;9;0;151
2015;070;LIGURIA;26;MEDICINA GENERALE                       ;ACUTI;28;862;2;59;2;925
2015;070;LIGURIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;27;0;1;0;28
2015;070;LIGURIA;29;NEFROLOGIA                              ;ACUTI;4;50;0;4;0;54
2015;070;LIGURIA;30;NEUROCHIRURGIA                          ;ACUTI;3;53;0;1;2;56
2015;070;LIGURIA;32;NEUROLOGIA                              ;ACUTI;12;251;1;17;0;269
2015;070;LIGURIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;13;0;0;0;13
2015;070;LIGURIA;34;OCULISTICA                              ;ACUTI;12;16;0;0;22;38
2015;070;LIGURIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;3;0;0;1;3;4
2015;070;LIGURIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;23;425;1;7;57;490
2015;070;LIGURIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;13;277;6;7;29;319
2015;070;LIGURIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;8;41;1;4;18;64
2015;070;LIGURIA;39;PEDIATRIA                               ;ACUTI;9;55;1;10;0;66
2015;070;LIGURIA;40;PSICHIATRIA                             ;ACUTI;10;162;0;6;0;168
2015;070;LIGURIA;43;UROLOGIA                                ;ACUTI;10;139;4;5;18;166
2015;070;LIGURIA;47;GRANDI USTIONATI                        ;ACUTI;2;12;0;0;0;12
2015;070;LIGURIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;22;0;1;1;24
2015;070;LIGURIA;49;TERAPIA INTENSIVA                       ;ACUTI;20;175;0;4;0;179
2015;070;LIGURIA;50;UNITA` CORONARICA                       ;ACUTI;10;75;0;0;2;77
2015;070;LIGURIA;51;ASTANTERIA                              ;ACUTI;10;131;0;1;0;132
2015;070;LIGURIA;52;DERMATOLOGIA                            ;ACUTI;5;10;0;12;1;23
2015;070;LIGURIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;33;574;0;28;0;602
2015;070;LIGURIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;2;0;0;1;3;4
2015;070;LIGURIA;58;GASTROENTEROLOGIA                       ;ACUTI;8;67;0;14;3;84
2015;070;LIGURIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;18;252;0;0;0;252
2015;070;LIGURIA;61;MEDICINA NUCLEARE                       ;ACUTI;3;4;0;2;0;6
2015;070;LIGURIA;62;NEONATOLOGIA                            ;ACUTI;5;28;0;2;0;30
2015;070;LIGURIA;64;ONCOLOGIA                               ;ACUTI;12;32;0;79;0;111
2015;070;LIGURIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;25;0;10;0;35
2015;070;LIGURIA;67;PENSIONANTI                             ;ACUTI;2;9;9;0;0;18
2015;070;LIGURIA;68;PNEUMOLOGIA                             ;ACUTI;8;117;1;8;2;128
2015;070;LIGURIA;69;RADIOLOGIA                              ;ACUTI;6;0;0;3;3;6
2015;070;LIGURIA;70;RADIOTERAPIA                            ;ACUTI;2;0;0;1;1;2
2015;070;LIGURIA;71;REUMATOLOGIA                            ;ACUTI;3;27;0;3;0;30
2015;070;LIGURIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;5;34;0;0;0;34
2015;070;LIGURIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;9;47;0;2;0;49
2015;070;LIGURIA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;17;0;1;0;18
2015;070;LIGURIA;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;15;0;3;0;18
2015;070;LIGURIA;97;DETENUTI                                ;ACUTI;1;8;0;0;0;8
2015;070;LIGURIA;98;DAY SURGERY;ACUTI;7;0;0;0;57;57
2015;080;EMILIA ROMAGNA;02;DAY HOSPITAL                            ;ACUTI;18;0;0;54;0;54
2015;080;EMILIA ROMAGNA;05;ANGIOLOGIA                              ;ACUTI;2;7;0;2;0;9
2015;080;EMILIA ROMAGNA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;2;10;0;0;0;10
2015;080;EMILIA ROMAGNA;07;CARDIOCHIRURGIA                         ;ACUTI;6;157;0;0;0;157
2015;080;EMILIA ROMAGNA;08;CARDIOLOGIA                             ;ACUTI;34;553;0;21;5;579
2015;080;EMILIA ROMAGNA;09;CHIRURGIA GENERALE                      ;ACUTI;96;1349;3;59;62;1473
2015;080;EMILIA ROMAGNA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;8;50;0;4;1;55
2015;080;EMILIA ROMAGNA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;5;54;0;10;0;64
2015;080;EMILIA ROMAGNA;12;CHIRURGIA PLASTICA                      ;ACUTI;9;45;0;4;0;49
2015;080;EMILIA ROMAGNA;13;CHIRURGIA TORACICA                      ;ACUTI;12;79;0;1;2;82
2015;080;EMILIA ROMAGNA;14;CHIRURGIA VASCOLARE                     ;ACUTI;16;178;0;4;2;184
2015;080;EMILIA ROMAGNA;18;EMATOLOGIA                              ;ACUTI;8;126;0;36;0;162
2015;080;EMILIA ROMAGNA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;10;29;0;9;2;40
2015;080;EMILIA ROMAGNA;20;IMMUNOLOGIA                             ;ACUTI;1;0;0;1;0;1
2015;080;EMILIA ROMAGNA;21;GERIATRIA                               ;ACUTI;22;559;0;3;0;562
2015;080;EMILIA ROMAGNA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;12;207;0;26;0;233
2015;080;EMILIA ROMAGNA;26;MEDICINA GENERALE                       ;ACUTI;121;3187;2;113;1;3303
2015;080;EMILIA ROMAGNA;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;130;0;0;0;130
2015;080;EMILIA ROMAGNA;29;NEFROLOGIA                              ;ACUTI;13;150;0;10;1;161
2015;080;EMILIA ROMAGNA;30;NEUROCHIRURGIA                          ;ACUTI;12;175;2;2;1;180
2015;080;EMILIA ROMAGNA;32;NEUROLOGIA                              ;ACUTI;20;293;0;13;0;306
2015;080;EMILIA ROMAGNA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;4;22;0;4;0;26
2015;080;EMILIA ROMAGNA;34;OCULISTICA                              ;ACUTI;38;90;0;25;25;140
2015;080;EMILIA ROMAGNA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;1;0;1;0;2
2015;080;EMILIA ROMAGNA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;88;1654;10;47;75;1786
2015;080;EMILIA ROMAGNA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;63;876;3;52;50;981
2015;080;EMILIA ROMAGNA;38;OTORINOLARINGOIATRIA                    ;ACUTI;36;298;2;22;21;343
2015;080;EMILIA ROMAGNA;39;PEDIATRIA                               ;ACUTI;30;286;0;44;2;332
2015;080;EMILIA ROMAGNA;40;PSICHIATRIA                             ;ACUTI;22;446;0;19;0;465
2015;080;EMILIA ROMAGNA;43;UROLOGIA                                ;ACUTI;38;500;0;24;11;535
2015;080;EMILIA ROMAGNA;47;GRANDI USTIONATI                        ;ACUTI;2;16;0;0;0;16
2015;080;EMILIA ROMAGNA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;3;32;0;0;0;32
2015;080;EMILIA ROMAGNA;49;TERAPIA INTENSIVA                       ;ACUTI;56;448;0;4;1;453
2015;080;EMILIA ROMAGNA;50;UNITA` CORONARICA                       ;ACUTI;29;182;0;0;0;182
2015;080;EMILIA ROMAGNA;51;ASTANTERIA                              ;ACUTI;19;382;0;0;0;382
2015;080;EMILIA ROMAGNA;52;DERMATOLOGIA                            ;ACUTI;14;28;0;11;7;46
2015;080;EMILIA ROMAGNA;55;FARMACOLOGIA CLINICA                    ;ACUTI;1;2;0;3;0;5
2015;080;EMILIA ROMAGNA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;58;1104;1;105;0;1210
2015;080;EMILIA ROMAGNA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;3;4;0;7;1;12
2015;080;EMILIA ROMAGNA;58;GASTROENTEROLOGIA                       ;ACUTI;16;144;0;8;4;156
2015;080;EMILIA ROMAGNA;60;LUNGODEGENTI                            ;LUNGODEGENZA;101;1971;0;0;0;1971
2015;080;EMILIA ROMAGNA;61;MEDICINA NUCLEARE                       ;ACUTI;3;20;0;0;0;20
2015;080;EMILIA ROMAGNA;62;NEONATOLOGIA                            ;ACUTI;11;88;0;1;0;89
2015;080;EMILIA ROMAGNA;64;ONCOLOGIA                               ;ACUTI;30;223;0;247;0;470
2015;080;EMILIA ROMAGNA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;3;32;0;19;0;51
2015;080;EMILIA ROMAGNA;66;ONCOEMATOLOGIA                          ;ACUTI;1;0;0;8;0;8
2015;080;EMILIA ROMAGNA;67;PENSIONANTI                             ;ACUTI;10;0;84;1;0;85
2015;080;EMILIA ROMAGNA;68;PNEUMOLOGIA                             ;ACUTI;16;253;0;23;1;277
2015;080;EMILIA ROMAGNA;69;RADIOLOGIA                              ;ACUTI;2;2;0;0;0;2
2015;080;EMILIA ROMAGNA;71;REUMATOLOGIA                            ;ACUTI;5;23;0;6;0;29
2015;080;EMILIA ROMAGNA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;9;84;0;0;0;84
2015;080;EMILIA ROMAGNA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;2;6;0;6;0;12
2015;080;EMILIA ROMAGNA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;8;188;0;11;0;199
2015;080;EMILIA ROMAGNA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;2;0;0;0;2
2015;080;EMILIA ROMAGNA;97;DETENUTI                                ;ACUTI;4;9;0;0;0;9
2015;080;EMILIA ROMAGNA;98;DAY SURGERY;ACUTI;21;0;0;0;103;103
2015;090;TOSCANA;01;ALLERGOLOGIA                            ;ACUTI;4;18;0;6;0;24
2015;090;TOSCANA;05;ANGIOLOGIA                              ;ACUTI;3;32;0;3;0;35
2015;090;TOSCANA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;14;0;0;0;14
2015;090;TOSCANA;07;CARDIOCHIRURGIA                         ;ACUTI;5;102;2;1;0;105
2015;090;TOSCANA;08;CARDIOLOGIA                             ;ACUTI;44;355;5;34;1;395
2015;090;TOSCANA;09;CHIRURGIA GENERALE                      ;ACUTI;82;1163;42;34;116;1355
2015;090;TOSCANA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;5;21;0;1;2;24
2015;090;TOSCANA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;2;25;0;5;0;30
2015;090;TOSCANA;12;CHIRURGIA PLASTICA                      ;ACUTI;6;24;0;0;8;32
2015;090;TOSCANA;13;CHIRURGIA TORACICA                      ;ACUTI;3;36;1;0;0;37
2015;090;TOSCANA;14;CHIRURGIA VASCOLARE                     ;ACUTI;13;99;1;4;10;114
2015;090;TOSCANA;18;EMATOLOGIA                              ;ACUTI;7;83;0;35;0;118
2015;090;TOSCANA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;15;64;0;35;0;99
2015;090;TOSCANA;20;IMMUNOLOGIA                             ;ACUTI;1;6;0;0;0;6
2015;090;TOSCANA;21;GERIATRIA                               ;ACUTI;8;113;3;9;0;125
2015;090;TOSCANA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;13;195;2;34;0;231
2015;090;TOSCANA;25;MEDICINA DEL LAVORO                     ;ACUTI;2;2;0;2;0;4
2015;090;TOSCANA;26;MEDICINA GENERALE                       ;ACUTI;84;2290;41;84;0;2415
2015;090;TOSCANA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;36;0;2;0;38
2015;090;TOSCANA;29;NEFROLOGIA                              ;ACUTI;16;119;2;17;0;138
2015;090;TOSCANA;30;NEUROCHIRURGIA                          ;ACUTI;5;138;2;2;0;142
2015;090;TOSCANA;32;NEUROLOGIA                              ;ACUTI;20;233;2;31;0;266
2015;090;TOSCANA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;5;45;0;28;0;73
2015;090;TOSCANA;34;OCULISTICA                              ;ACUTI;32;78;7;14;60;159
2015;090;TOSCANA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;7;8;0;3;10;21
2015;090;TOSCANA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;66;1107;35;24;114;1280
2015;090;TOSCANA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;53;700;26;54;58;838
2015;090;TOSCANA;38;OTORINOLARINGOIATRIA                    ;ACUTI;32;206;4;17;40;267
2015;090;TOSCANA;39;PEDIATRIA                               ;ACUTI;28;298;4;64;2;368
2015;090;TOSCANA;40;PSICHIATRIA                             ;ACUTI;30;333;0;55;0;388
2015;090;TOSCANA;42;TOSSICOLOGIA                            ;ACUTI;1;9;0;0;0;9
2015;090;TOSCANA;43;UROLOGIA                                ;ACUTI;29;267;8;12;34;321
2015;090;TOSCANA;46;GRANDI USTIONI PEDIATRICHE              ;ACUTI;1;2;0;1;0;3
2015;090;TOSCANA;47;GRANDI USTIONATI                        ;ACUTI;1;8;0;0;0;8
2015;090;TOSCANA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;3;15;0;3;0;18
2015;090;TOSCANA;49;TERAPIA INTENSIVA                       ;ACUTI;51;356;0;6;2;364
2015;090;TOSCANA;50;UNITA` CORONARICA                       ;ACUTI;29;225;0;4;0;229
2015;090;TOSCANA;51;ASTANTERIA                              ;ACUTI;6;54;0;1;0;55
2015;090;TOSCANA;52;DERMATOLOGIA                            ;ACUTI;12;17;1;18;4;40
2015;090;TOSCANA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;50;758;2;84;0;844
2015;090;TOSCANA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;1;0;0;1;2
2015;090;TOSCANA;58;GASTROENTEROLOGIA                       ;ACUTI;14;90;1;18;3;112
2015;090;TOSCANA;60;LUNGODEGENTI                            ;LUNGODEGENZA;8;289;0;0;0;289
2015;090;TOSCANA;61;MEDICINA NUCLEARE                       ;ACUTI;1;6;0;1;0;7
2015;090;TOSCANA;62;NEONATOLOGIA                            ;ACUTI;11;79;0;0;0;79
2015;090;TOSCANA;64;ONCOLOGIA                               ;ACUTI;38;93;0;301;0;394
2015;090;TOSCANA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;28;0;19;0;47
2015;090;TOSCANA;66;ONCOEMATOLOGIA                          ;ACUTI;1;2;0;2;0;4
2015;090;TOSCANA;67;PENSIONANTI                             ;ACUTI;17;0;30;0;0;30
2015;090;TOSCANA;68;PNEUMOLOGIA                             ;ACUTI;21;151;2;18;0;171
2015;090;TOSCANA;69;RADIOLOGIA                              ;ACUTI;3;1;1;2;1;5
2015;090;TOSCANA;70;RADIOTERAPIA                            ;ACUTI;5;30;0;30;0;60
2015;090;TOSCANA;71;REUMATOLOGIA                            ;ACUTI;6;53;0;14;0;67
2015;090;TOSCANA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;8;69;0;0;0;69
2015;090;TOSCANA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;7;89;0;4;0;93
2015;090;TOSCANA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;12;0;0;0;12
2015;090;TOSCANA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;8;0;0;0;8
2015;090;TOSCANA;98;DAY SURGERY;ACUTI;1;0;0;0;4;4
2015;100;UMBRIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;20;0;0;0;20
2015;100;UMBRIA;08;CARDIOLOGIA                             ;ACUTI;10;107;0;8;0;115
2015;100;UMBRIA;09;CHIRURGIA GENERALE                      ;ACUTI;23;356;2;2;67;427
2015;100;UMBRIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;2;0;1;0;3
2015;100;UMBRIA;12;CHIRURGIA PLASTICA                      ;ACUTI;5;10;0;1;7;18
2015;100;UMBRIA;13;CHIRURGIA TORACICA                      ;ACUTI;2;27;1;0;0;28
2015;100;UMBRIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;34;1;1;1;37
2015;100;UMBRIA;18;EMATOLOGIA                              ;ACUTI;2;34;0;10;0;44
2015;100;UMBRIA;21;GERIATRIA                               ;ACUTI;2;40;0;1;0;41
2015;100;UMBRIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;34;0;2;0;36
2015;100;UMBRIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;18;0;0;0;18
2015;100;UMBRIA;26;MEDICINA GENERALE                       ;ACUTI;28;507;0;28;0;535
2015;100;UMBRIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;12;0;1;0;13
2015;100;UMBRIA;29;NEFROLOGIA                              ;ACUTI;3;11;0;3;0;14
2015;100;UMBRIA;30;NEUROCHIRURGIA                          ;ACUTI;2;46;0;1;0;47
2015;100;UMBRIA;32;NEUROLOGIA                              ;ACUTI;10;82;0;6;0;88
2015;100;UMBRIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;0;0;2;0;2
2015;100;UMBRIA;34;OCULISTICA                              ;ACUTI;14;48;0;2;26;76
